idEstablecimiento|nombre_esta|direccion|refen_direccion|telefono_principal|telefono_secun|email|paginaWeb|estimacion|horarios|id
22354|PARRILLADAS LA FRAGUA|LUIS MORENO MORA 4-42 Y CORNELIO MERCHAN||72817563||VISION-GROUP@HOTMAIL.COM||153|Lunes a sabado de 08:00 a22:00|44563
22355|BOCADELLA|AV. FRANCISCO MOSCOSO Y 27 DE FEBRERO||998394520||CAGUIRRE037@HOTMAIL.COM||139|Lunes a sabado de 08:00 a22:00|44564
22356|FRUTILADOS|AV REMIGIO CRESPO 4-53 Y RICARDO MUÑOZ||||||144|Lunes a Viernes 08h30 a 17h00|44565
22357|FRUTILADOS|ELIA LIUT Y CALLE VIEJA||||||216|Lunes a sabado de 08:00 a22:00|44566
22358|QUINUA LA|BENIGNO MALO 12-75 Y VEGA MUÑOZ||72832370||CESARCOMELECHUGA@HOTMAIL.COM||241|Lunes a sabado de 08:00 a22:00|44567
22359|HOTEL LOS BALCONES|Borrero 12-08 Sangurima|Tres cuadas antes de llegar a la iglesia san alfonso sobre la calle borrero.|997016247|72842103|leom57@hotmail.com|www.hotellosbalconescuenca.com|221|Lunes a sabado de 08:00 a22:00|44568
22360|MAYU|BENGNO MALO SN SIMON BOLIVAR|FRENTE AL PARQUE CALDERON EN LA CALLE BENGNO MALO ANTES DE LLEGAR AL TUTTO FREDO DE LA SIMON BOLIVAR ENTRAR AL SEMINARIO SAN LUS Y SUBR AL SEGUNDO PISO|980452926|999278342|pablo.macas0709@ucuenca.edu.ec||241|Lunes a sabado de 08:00 a22:00|44569
22361|PIZZERIA LITTLE ITALY|REMIGIO TAMARIZ S/N Y ALFONSO BORRERO|A DOS CUADRAS DE LA UNIVERSIDAD DE CUENCA|||mar.moscoso@hotmail.com||189|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44570
22362|EL MESON ESPAÑOL TAPAS RESTAURANT|antonio borrero 7-51 sucre|frente al banco del austro|969062808|969062808|carloscaceres1959@gmail.com||186|Lunes a sabado de 08:00 a22:00|44571
22363|MARVENTO II|Digno Nuñez 1 Av. General Enriquez||42770287|994643606|hotelmarventosalinas@gmail.com|www.hotelmarvento.com|161|Lunes a sabado de 08:00 a22:00|44572
22364|ALO PICA|CARLOS JULIO AROSEMENA Y AV. ORIENTAL||72742553||astudillocedilloff@gmail.com||212|Lunes a sabado de 08:00 a22:00|44573
22365|EL MARQUES DEL COCA|NAPO 76-02 JUAN MONTALVO|Estamos ubicados en el centro de la ciudad del coca, entre la calle Napo 76-02 y Juan Montalvo diagonal al cuerpo de Bomberos y a lado del TIA central.|990546177|990602906|elmarquezdelcocahotel@hotmail.com|www.elmarquezhotelcoca.com|134|Lunes a viernes 06:00 a 20:00|44574
22366|PORTAL DE FATIMA|VIA A RAKAR SECTOR FATIMA||4060241||||205|Lunes a sabado de 08:00 a22:00|44575
22367|PALMERAS LAS|CARLOS ARIZAGA VEGA (SECTOR SAN JOAQUIN)||72894175||r.palmeras@hotmail.com||199|Lunes a sabado de 08:00 a22:00|44576
22368|MORAS CAFE|HONORATO,LOYOLA 1-152 Y AGUSTIN CUEVA||74102068||PISHOMORA@LIVE.COM||133|Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|44577
22369|VC GOURMET COMIDA RAPIDA|av de las americas s/n juan pio montufar|frente a coralcentro|998494139|724111724|marcovizuela58@hotmail.com||177|Lunes a domingo 24 horas|44578
22370|ALQUIMIA|HONORATO VASQUEZ S/N Y BORRERO||74089982||PIEDADPULGARIN@YAHOO.COM||236|Lunes a viernes de 08:00 a 18:00|44579
22371|AMUNTAI RAINFOREST LODGE|AVENIDA RIO AMUNDALO SIN NUMERO POSADA DEL GENERAL|A DOSCIENTOS METROS DE LA ESCUELA CIUDAD DE AMBATO|33058974|992851165|amuntai.lodge@hotmail.com|www.amuntailodge.com|208|Lunes a sabado de 08:00 a22:00|44580
22372|GALAPAGOS DREAMS|CALLE CUCUVE 324 CALLE FLOREANA||52524861|982687189|gladisgcr@yahoo.com||118|Lunes a sabado de 08:00 a22:00|44581
22373|CASMO|SANTIAGO CARRASCO 1-10 Y PASAJE||72813472||COSMORESTAURANTE@GMAIL.COM||246|Lunes a Viernes 08h30 a 17h30|44582
22374|BAMU GRIL|VIA GIRON PASAJE||72262794||||152|Lunes a domingo 24 horas|44583
22375|DOG'S|FELIPE II SN CIRCUNVALACION SUR|MALL DEL RIO PATIO DE COMIDAS|987774769|992727090|rrhh@freddo.com.ec||113|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44584
22376|BELLO HORIZONTE|ANTIGUA SUBIDA A TURI Y AV 24 DE MAYO||72816173||||175|Lunes a viernes 06:00 a 20:00|44585
22377|EL INCA|AV. UNIVERSITARIA 08-24 10 DE AGOSTO Y 18 DE NOVIEMBRE||72571415|986728016|hostalinca@hotmail.com||157|Lunes a domingo 24 horas|44586
22378|YOGURTH N.1|BENIGNO MALO 6-16||2822920||||172|Lunes a Viernes 08h30 a 17h30|44587
22379|COOPERATIVA LOJA|PANAMERICANA SUR||969827709||ROSAHORTENCIA@OUTLOOK.ES||173|Lunes a domingo 24 horas|44588
22380|BRASA LA|ROBERTO CRESPO Y EDUARDO ARIAS||||||231|Lunes a Viernes 08h30 a 17h30|44589
22381|GAUCHO EL|AV. GONZALES SUAREZ 4-18||72804610||||140|Lunes a Viernes 08h30 a 17h00|44590
22382|GEORDANOS|MARISCAL LAMAR 8-27 BENIGNO MALO|FRENTE A LA CONTRALORIA|72841158|987990838|noemifernanda@live.com||103|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44591
22383|KANIBALES|SUCRE S/N MANUEL VEGA|A UNA CUADRA DEL PARQUE SAN BLAS|72835928|983894476|loskanibales@hotmail.com|www.restaurantekanibales.com|169|Lunes a sabado de 08:00 a22:00|44592
22384|MOTIVOS HOTEL|AVENIDA 37 S/N CALLE 8|VIA PUNTA CARNERO PASANDO GASOLINERA HERNANDEZ JR.|992149999||abdianaalvarado@hotmail.com||139|Lunes a domingo 24 horas|44593
22385|PIO PIO|VÍA PUERTO INCA-CUENCA S/N SECTOR EL TAMARINDO||2809892||||134|Lunes a viernes 06:00 a 20:00|44594
22386|HOTEL SIENA|HERMANO MIGUEL 5-84 JUAN JARAMILLO|A DOS CUADRAS DE SAN BLAS||998222491|piedad.barros@hotmail.com||106|Lunes a sabado de 08:00 a22:00|44595
22387|SIERRA VERDE|VIA A PAUTE SECTOR EL CABO||2203477||||216|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44596
22388|TARQUI HOTEL & SUITES|TARQUI 9-69 GRAN COLOMBIA|A MEDIA CUADRA DE LA IGLESIA EL CENACULO|72833523|982392533|tarquihotelsuits@gmail.com||188|Lunes a Viernes 08h30 a 17h30|44597
22389|HELADOS THOMAS Y ALGO MAS|CALLE UNIDAD NACIONAL S/N Y CALLE A||99864173||ivan_rea@hotmail.com||119|Lunes a sabado de 08:00 a22:00|44598
22390|MANABITA|ADOLFO CORRAL Y TOMAS RODIL||72266413||||237|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44599
22391|PANORAMA|25 DE AGOSTO 15-21||72422295||mariarodriguezalbarracin@hotmail.com||249|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44600
22392|ALLI TIANA|PTE. CORDOVA Y PADRE AGUIRRE||2831844||||179|Lunes a sabado de 08:00 a22:00|44601
22393|BED & BREAKFAST CASA MONTALVO|JUAN MONTALVO 8-33 BOLIVAR Y SUCRE|JUNTO A LA CASA DE 1860|72844997|995924544|smml57@icloud.com|www.casamontalvo.com|218|Lunes a domingo 24 horas|44602
22394|EL ARRIERO|LATINOAMERICANA 1-50 CUBA|En la Av. Unidad Nacional virar por la calle Cuba, hasta Parque El Angel y dar la vuelta total al parque.|72884070|987109453|elarriero1@hotmail.es||186|Lunes a viernes de 08:00 a 18:00|44603
22395|FRESA Y CEBADA COFFEE PUB|CALLE DOMINGO COMIN Y SOASTI||72700873||cezh1@hotmail.com||121|Lunes a viernes de 08:00 a 18:00|44604
22396|ESQUINA DEL YOGURT LA|CALLE SIN NOMBRE Y MIRADOR TURI||72455367||BERTYCAMPOVERDE@HOTMAIL.COM||186|Lunes a viernes de 08:00 a 18:00|44605
22397|BATIDOS DE RAFA|SAN MARTIN 1203 Y GUARANDA||2400782||||202|Lunes a sabado de 08:00 a22:00|44606
22398|CASA DE HUESPEDES SAN SEBASTIAN|SIMON BOLIVAR 13-93 ESTEVEZ DE TORAL|A UNA CUADRA DE LA IGLESIA SAN SEBASTIAN|841743593|991525662|anamariaorteb@hotmail.com||208|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44607
22399|GRAN JOSE EL|VIA A CUENCA||998048617||||131|Lunes a Viernes 08h30 a 17h30|44608
22400|CASA DE LAS ROSAS|Manuel Vega 12-57 Sangurima|TRES CUADRAS DEL PARQUE SAM BLAS|74114587|982658054|arqcacho@hotmail.com|www.casadelasrosas.biz|146|Lunes a sabado de 08:00 a22:00|44609
22401|PALMAS LAS|RAFAEL GALARZA||72270541||||238|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44610
22402|LOS KANIBALES|AV MAX UHLE 2-78 CAMILO EGAS|TRES CUADRAS ANTES DE EMPRESA ELECTRICA|72867708|981974311|contabilidad@kanibales.com|www.kanibales.com|187|Lunes a sabado de 08:00 a22:00|44611
22403|HORNADO AL PASO|ARIZAGA Y 25 DE JUNIO||||||148|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44612
22404|LA FINCA CASA DE HUESPEDES|VIA A NARIG S/N SUBIDA A TASQUI BAJO|SECTOR TASQUI, FRENTE AL PUENTE COLGANTE||999653199|donalejo4@hotmail.com|www.posadalafinca.com|168|Lunes a Viernes 08h30 a 17h00|44613
22405|EMPERADOR|SANGURIMA Y MANUEL VEGA||2831936||||163|Lunes a sabado de 08:00 a22:00|44614
22406|SAN RAPHAEL|Teniente Hugo Ortiz s/d Juan de Velasco|Frente al parque acuatico morete puyo|997174620|72390346|neptali1963@hotmail.com||110|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44615
22407|PECHUGON EL|BOLIVAR Y MIGUEL HEREDIA||72824519||||191|Lunes a domingo 24 horas|44616
22408|HOTEL PEGASUS|Luis Cordero 5-48 Honorato Vasquez|subir por la calle Honorato Vasquez y virar en la Luis Cordero, el hotel esta a 30 metros de la esquina.|72850130|984194540|hotel.pegasus.cuenca@hotmail.com||198|Lunes a viernes de 08:00 a 18:00|44617
22409|TULLPA LA|SANGURIMA 8-44||||||157|Lunes a sabado de 08:00 a22:00|44618
22410|SANTANA|HONORATO VAZQUES 7-72||2887535||||152|Lunes a domingo 24 horas|44619
22411|LA GAVIOTA AZUL|CALLEJON SUCRE 111 MALECON||72927352|984769621|mfchacha@gmail.com||196|Lunes a domingo 24 horas|44620
22412|TUTUPALI HACIENDA TURISTICA|RODEO S/N S/N|TUTUPALI|987916870|982716300|fcamacho.006@hotmail.com||212|Lunes a domingo 24 horas|44621
22413|AZUAY|BALZAR S/N LAS FLORES|A UNA CUADRA DEL CEMENTERIO GENERAL|52791131|967957925|matildeleoncali@yahoo.com||218|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44622
22414|CAMPING SAGEO EL|SAN FRANCISCO DE SAGEO KM.3||2240445||campinghosteria@gmail.com||222|Lunes a sabado de 08:00 a22:00|44623
22415|JUANES LOS|AMPARITO TAMARIZ||72270553||||160|Lunes a domingo 24 horas|44624
22416|PADRINO EL|AV. 12 DE ABRIL Y LOJA||2880372||||214|Lunes a sabado de 08:00 a22:00|44625
22417|HOSTAL FUEGO|jose joaquin de olmedo 2-62 Vicente rocafuerte|a una cuadra de la chola cuencana|72804818|990676528|sambitodari10@hotmail.com||205|Lunes a Domingo 24 horas|44626
22418|1900 NIGHT LIFE|AV. 12 DE ABRIL 11-05 CORNELIO MERCHÁN|huaynacapac|92815313|984724232|xavier_gcalle@hotmail.com||243|Lunes a Domingo 24 horas|44627
22419|GAVIOTA APARTMENTS & SUITES|LUIS MORENO MORA 6-108 AV. SOLANO|A UNA CUADRA Y MEDIA DEL COLEGIO LA SALLE|72882753|993040204|gaviotaec@gmx.es|www.gaviotaapartmentssuites.com|158|Lunes a viernes 06:00 a 20:00|44628
22420|BARRANCO EL|LUIS CORDERO N1-37 Y GENERAL ENRIQUEZ||2338948||||116|Lunes a sabado de 08:00 a22:00|44629
22421|OLIVOS GARDEN LOS|HURTADO DE MENDOZA S/N Y CORDILLERA||2810272||||248|Lunes a Domingo 24 horas|44630
22422|ENSUEÑOS|GRAN COLOMBIA 1-82 MANUEL VEGA|A MEDIA CUADRA DE FLOTA IMBABURA|72844961|987177602|hotelensuenos@yahoo.com|www.hotelensuenos.com|109|Lunes a sabado de 08:00 a22:00|44631
22423|DRAGON EL|TRES DE NOVIEMBRE Y ABELARDO J ANDRADE||99854082||||103|Lunes a Viernes 08h30 a 17h30|44632
22424|PRANZO|AV. FRANCISCO DE ORELLANA, KM 4.5 C.C. LA GRAN MANZANA LOCAL 94||997563353||pranzo_cafe@hotmail.com||239|Lunes a Domingo 24 horas|44633
22425|PORTAL EL|VIA A SAN JOAQUIN||2894147||baltijhn@hotmail.com||134|Lunes a Domingo 24 horas|44634
22426|HOSTAL EL MIRLO|Francisco Ballesteros OE2-598 y Av. Teniente Hugo Ortiz|TRAS LA TRIBUNA DEL SUR|22649340|987770321|hostal.el.mirlo@gmail.com||169|Lunes a sabado de 06:00 a22:00|44635
22427|MORITAS CAFÉ Y SNACK|HERMANO MIGUEL 4-36 Y CALLE LARGA||||||226|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44636
22428|HOSTAL CHORDELEG|GRAN COLOMBIA 11-15 GENERAL TORRES|A una cuadra del Templo de Santo Domingo y a 3 cuadras del Parque Calderón.|996269426|72824611|reservas@hostalchordeleg.com|www.hostalchordeleg.com|112|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44637
22429|CASA DE HUESPEDES M.B.C.|Galápagos 172 Y Av. Loja|Junto al colegio a Distancia CEPIA ingresando desde la Av. Loja|999710441|994165235|mbc_mocha@outlook.com||147|Lunes a Viernes 08h30 a 17h30|44638
22430|MONTE BIANCO SUCURSAL 7|SOLANO SN MATOVELLE|PARQUE CENTRAL|0|984167876|montebiancoremigio@hotmail.com||194|Lunes a viernes de 08:00 a 18:00|44639
22431|MONTE BIANCO|Solano sn Matovelle|Junto al Registro Civil|72240101|72828611|montebiancofacturacion@hotmail.com||163|Lunes a Viernes 08h30 a 17h30|44640
22432|PICANTES DE LEO|LUIS CORDERO 9.32 BOLIVAR|CENTRO|72892885|999773200|altamirano.r@gmail.com||115|Lunes a domingo 24 horas|44641
22433|AVENTURI|AV DEL MIRADOR S/N TURI CENTRO|TURI|72806227||lagranaventuri@hotmail.com||106|Lunes a sabado de 08:00 a22:00|44642
22434|PEDREGAL EL|EL PEDREGAL Y GIL RAMIREZ DAVALOS||2823652||||194|Lunes a sabado de 08:00 a22:00|44643
22435|PUERTO CAÑAVERAL|Isla Floreana E7-31 e Isla Fernandina|TRÁS EL COLEGIO CENTRAL TÉCNICO|22444713|989472971|frio.tinto@hotmail.com||225|Lunes a sabado de 08:00 a22:00|44644
22436|KABCAFE|FRANCISCO DE ORELLANA Y FRAY VICENTE SOLANO||4091049||||143|Lunes a sabado de 06:00 a22:00|44645
22437|JULY Y SAME|MAPASINGUE ESTE AVDA. 1ERA #1002||2353619||||157|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44646
22438|HOTEL SANTA MONICA|SUCRE 680 BORRERO|A UNA CUADRA DEL PARQUE CALDERON, FRENTE AL BANCO GUAYAQUIL|998828855|72840215|mpdelgado@hotmail.com|www.hotelsantamonicaecuador.com|222|Lunes a domingo 24 horas|44647
22439|A PEDIR DE BOCA|BENIGNO MALO 5-54 Y CALLE LARGA||||||149|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44648
22440|ROKA PLAZA HOTEL BOUTIQUE|Bolivar S/N Guayaquil|Frente a la Universidad Indoamerica|979151100|999727456|pagos@hotelrokaplaza.com||124|Lunes a sabado de 08:00 a22:00|44649
22441|RINCON DEL SABOR|AV RICARDO DURAN Y ALFONSO CARRION||2893001||||121|Lunes a sabado de 08:00 a22:00|44650
22442|RESTAURANTE RINCON DEL SABOR|AV. RICARDO DURAN S/N CALLE ALFONSO CARRIÓN HEREDIA|BAÑOS AV. RICARDO DURÁN FRENTE A LA HOSTERÍA DURÁN|72893001|981770024|yolandaramontapia@hotmail.com||142|Lunes a Domingo 24 horas|44651
22443|MAGNOLIA CAFFE|AV. 3 DE NOVIEMBRE 1-48 Y C. TALBOT||72820240||||214|Lunes a sabado de 08:00 a22:00|44652
22444|DIEGUITO|20 DE ENERO E ISIDRO RODRIGUEZ||2270242||||230|Lunes a sabado de 08:00 a22:00|44653
22445|ASADOS Y ALGO MAS|AV. GIRON PASAJE||72262691||||185|Lunes a sabado de 08:00 a22:00|44654
22446|VICTOR HUGO HOTEL PUERTO LOPEZ|MALECÒN JULIO IZURIETA S/N 24 DE MAYO|CERCA DE LA HOSTERIA NANT&Ugrave|959090875|52300054|info@victorhugohotel.com.ec|www.victorhugohotel.com.ec|228|Lunes a sabado de 08:00 a22:00|44655
22447|HOSTAL EL REFUGIO|AV D ELAS AMERICAs s/n daniel alvarado|diagonal al centro cristiano|999082596|74074257|hostal.refugio.hcardenas@hotmail.com||195|Lunes a Viernes 08h30 a 17h30|44656
22448|LA ORQUIDEA SIVILLANA|AV. 10 DE AGOSTO S/N DIAGONAL AL MUNICIPIO|A TRES CUADRAS DEL SUBCENTRO DE SALUD.|73053411|939361202|magalycardenascardenas@hotmail.com||196|Lunes a Viernes 08h30 a 17h00|44657
22449|SAN LUIS.|CHAPETONES. 1-52 AV. GIL RAMIREZ DAVALOS.|FRENTE A LAS BODEGAS DEL TERMINAL TERRESTRE.|72805907|983089006|nilofabi@yahoo.com||128|Lunes a sabado de 08:00 a22:00|44658
22450|COSTA LINDA|AV DE LAS AMERICAS Y JUAN PIO MONTUFAR||74094827||||126|Lunes a sabado de 08:00 a22:00|44659
22451|FOGATA|AVENIDA PICHINCHA LOTE 3 CALLE BERTHA VALVERDE|A MEDIA CUADRA DE LAS CANCHAS RACING|42772162|987211089|rubenordo@yahoo.com||170|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44660
22452|FLORESTA BRAVA|LA CORUÑA N24-20 y GUIPUZCOA||23226646|0|narcizaespinoza63@hotmail.com||109|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44661
22453|POSADA DEL ANGEL|Bolivar 14 11 Estevez de toral||72840695|999700024|posadadelangel@hotmail.com|Www.hostalposadadelangel.com|214|Lunes a viernes de 08:00 a 18:00|44662
22454|NUESTRA CASA- OUR HOME BY A2CC - CUENCA|VIA A SIDCAY CALLE JULIA BERNAL S/N S/N|SECTOR MOLINOPAMBA, A DOSCIENTOS METROS DE LA HACIENDA SAN DIEGO|72477509|986751791|ginakta.ugalde@gmail.com|www.access2culture.wordpress.com|124|Lunes a viernes de 08:00 a 18:00|44663
22455|NUESTRA CASA- OUR HOME BY A2CC - TARQUI|VÍA A SAN AGUSTÍN S/N S/N|SECTOR VICTORIA DEL PORTETE, A TRESCIENTOS METROS DE LA PARADA DE BUSES||986751791|ginakta.ugalde@gmail.com||167|Lunes a domingo 24 horas|44664
22456|NUESTRA CASA- OUR HOME BY A2CC - YUNGUILLA|VIA A GUALDELEG S/N S/N|SECTOR GUALDELEG, JUNTO A LA ESCUELA CESAR TORRES|72126263|986751791|ginakta.ugalde@gmail.com||112|Lunes a Domingo 24 horas|44665
22457|POLLERIA GUZ-MAN|CDLA. ATARAZANA SOLAR 1 MZ. M1||||||142|Lunes a sabado de 08:00 a22:00|44666
22458|NOA NOA|PRESIDENTE CORDOVA 5-86 Y HERMANO MIGUEL||||||105|Lunes a sabado de 08:00 a22:00|44667
22459|MONTECARLO ISIAH|JAIME ROLDOS 1-40 Y GUAPONDELIG||24152084||jakyta2011@hotmail.com||130|Lunes a Viernes 08h30 a 17h30|44668
22460|RANCHO ALEGRE|KM 13 VIA INTEROCEANICA||7203214||||172|Lunes a viernes de 08:00 a 18:00|44669
22461|SANTA ANA|SUCRE N.- 14-70 Y CORONEL TALBOT||72841814||santaanarecepciones@gmail.com||104|Lunes a viernes de 08:00 a 18:00|44670
22462|PERNILES LOS|JUAN JARAMILLO 3-25 Y TOMAS ORDOÑEZ||98777402||ENMOR13@HOTMAIL.COM||111|Lunes a viernes de 08:00 a 18:00|44671
22463|DESCANSITO EL|HURTADO MENDOZA 13-69 E INGAPIRCA||2864716||||127|Lunes a viernes de 08:00 a 18:00|44672
22464|WARMIKUNA|HERMANO MIGUEL 5-42 Y HONORATO VASQUEZ||72823106||KABAD9@GMAIL.COM||208|Lunes a domingo 24 horas|44673
22465|MAMA CUCHARA|CDLA. URDESA CENTRALVICTOR EMILIO ESTRADA # 1216 Y LAURELES 2 1||2389854||||187|Lunes a viernes de 08:00 a 18:00|44674
22466|DON CESARIN|PUMAPUNGO 02-30 PASEO DE LOS CAÑARIS|MEDIAIMAGEN|0|983613523|cesarolmedoi@hotmail.com||152|Lunes a Viernes 08h30 a 17h30|44675
22467|CABAÑAS DEL PESCADOR|VIA A CUENCA NARANJAL KM 12||0||||210|Lunes a domingo 24 horas|44676
22468|CASA DEL ÁGUILA|MARISCAL A. JOSÉ SUCRE 13-56 JUAN MONTALVO|A UNA CUADRA Y MEDIA DEL PARQUE SAN SEBASTIÁN.|72849580|999103868|andresochoalban@hotmail.com||195|Lunes a Viernes 08h30 a 17h30|44677
22469|RESTAURANTE RAYMIPAMPA|Benigno Malo 8-59 Sucre|Junto a la Catedral Nueva de La Inmaculada|992465484|72834159|raymi859@hotmail.com|www.raymipampa.com|171|Lunes a Viernes 08h30 a 17h30|44678
22470|EL CAJAS|TARQUI 7-92 SUCRE||72826627|999887316|hostalelcajas@hotmail.com||205|Lunes a viernes de 08:00 a 18:00|44679
22471|HOSTERIA LOS CISNES|PORTOVELO SEGUNDA ENTRADA S/N S/N|A 300 METROS DE Y DE LA UNION|992603481||hosteria_loscisnes@hotmail.com||124|Lunes a Viernes 08h30 a 17h30|44680
22472|AÑOS 80|AV JOSE PERALTA||||||223|Lunes a domingo 24 horas|44681
22473|LA ESCALINATA|CALLE LARGA 5-83 HERMANO MIGUEL||70845758|998098308|mfchacha@gmail.com||169|Lunes a viernes 06:00 a 20:00|44682
22474|CRISTAL PALACE DANCE|AV. 12 DE OCTUBRE Y AV. DON BOSCO||74151928||anachure09@hotmail.com||195|Lunes a domingo 24 horas|44683
22475|LA TINAJA|23 DE ENERO 4-45 JUAN BAUTISTA COBOS|PARQUE CENTRAL|72223323|72223323|latinaja@hotmail.com||202|Lunes a Viernes 08h30 a 17h30|44684
22476|HOSTAL LA MERCED|HONORATO VASQUEZ 5-66 HERMANO MIGUEL|UBICADOS A UNA CUADRA Y MEDIA DE LA IGLESIA LA MERCED|72837240|996003124|juancabrera1964.jc74@gmail.com||135|Lunes a domingo 24 horas|44685
22477|D´POCHOS|ALFONSO VINTIMILLA Y 15 DE NOVIEMBRE||72241114||pachi.villavicencio@gmail.com||160|Lunes a Viernes 08h30 a 17h30|44686
22478|LATIN DANCE|AV. LOS ANDES Y YANAHURCO||74083468||veryto_22@yahoo.es||204|Lunes a domingo 24 horas|44687
22479|ANIS PIMIENTA Y CANELA|MIGUEL MORENO 4-28 Y JACINTO FLORES||72885034||KARITOPV@GMAIL.COM||239|Lunes a Viernes 08h30 a 17h30|44688
22480|SANTA FE|PRESIDENTE BORRERO 5-57 HONORATO VAZQUES||72841371|967774762|hostalsantafe2010@hotmail.com||102|Lunes a Viernes 08h30 a 17h30|44689
22481|DON HUMBER SANDUCHERIA|Cristobal Colón E8-55 y Diego de Almagro|PISO: PB. SECTOR: EDIFICIO EL CISNE, FRENTE AL CENTRO MÉDICO DEL IESS|22504090|997454747|hrosero4@hotmail.com||222|Lunes a viernes 06:00 a 20:00|44690
22482|MI ESTACION|EL RAMAL||2270006||||130|Lunes a domingo 24 horas|44691
22483|FUNDICION LA|ALFONSO CORDERO 3-35 Y MIGUEL CORDERO||72830094||||239|Lunes a domingo 24 horas|44692
22484|RED LOBSTER|ANTISANA Y BUERAN||||||195|Lunes a domingo 24 horas|44693
22485|VILLA RITA|BENIGNO MALO 14-86 RAFAEL MARIA ARIZAGA|UNA CUADRA MAS ABAJO DE LA RADIO TOMEBAMBA|74090136|998841276|ritabaccetti@yahoo.com||194|Lunes a domingo 24 horas|44694
22486|SUGAR|remigio crespo s/n antonio tamariz|pista de bicicros|995206601|995206601|svetnadia@gmail.com||167|Lunes a domingo 24 horas|44695
22487|DON Q|GRAN COLOMBIA Y 9 DE OCTUBRE||2256578||||221|Lunes a Viernes 08h30 a 17h30|44696
22488|LOS HELECHOS|El Chorro 1-50 Gil Ramirez|A partir del Terminal Terrestre, salir por la puerta lateral sur, solo tiene que cruzar la calle El Chorro, allí esta ubicado nuestro Hotel. Desde el Aeropuerto tome La Av. España hasta el Terminal Terrestre, gire a la derecha en la Av. Sebastián de Benalcazar, hasta la Av. Gil Ramírez, una cuadra hasta la calle El Chorro, a 50 metros de esta intersección se encuentra nuestro Hotel.|999003182|72863401|helechos.hotel@gmail.com||166|Lunes a Viernes 08h30 a 17h30|44697
22489|BERTUCHIS|AV UNIDAD NACIONAL S/N PADUA|EX CREA|4091265|0|neosleca@hotmail.com||196|Lunes a Viernes 08h30 a 17h30|44698
22490|RANCHOS|AV. REMIGIO CRESPO 4-33 Y RICARDO MUÑOZ||995774178||ranchoscafecuenca@gmail.com||214|Lunes a Viernes 08h30 a 17h30|44699
22491|ANANDA|HERMANO MIGUEL 7-24 Y PRESIDENTE CORDOVA||72888266||PATYINIZ@YAHOO.COM||123|Lunes a sabado de 08:00 a22:00|44700
22492|HOTEL CASA SUCRE|MARISCAL SUCRE 12-19 TARQUI|DETRAS DE LA IGLESIA EL CENACULO|72830113|984230099|casasucrehs@hotmail.com|www.casasucre.com|109|Lunes a Viernes 08h30 a 17h30|44701
