id|Nombre Comercial|Clasificación|Dirección|Referencia de Dirección |Teléfona Principal|Teléfono Secundario|Correo Electrónico|Dirección web|Horario de atención |estimacion de usuarios mensual|id_1
129|AL CALLAO|RESTAURANTE|CIUDADELA LAS BRISAS||72985305||||Lunes a sabado de 08:00 a22:00|161|7625
130|AL CARBÓN BURGUER|FUENTE DE SODA|AV. FALVIO REYES Y AV. 18||52617066||||Lunes a viernes  06:00 a 20:00|228|7626
131|AL DAHABI|FUENTE DE SODA|9 DE MAYO Y PICHINCHA||||||Lunes a viernes  06:00 a 20:00|193|7627
132|AL DE MAR|RESTAURANTE|AVENIDA ENRIQUEZ GALLOS Y CALLE RUMIÑAHUI||||||Lunes a sabado de 08:00 a22:00|237|7628
133|AL FIUME |RESTAURANTE|AV PEDRO MENENDEZ G 0100 S/N| Referencia: A LADO DE HOTEL WYNDHAM Edificio: RIVER FRONT II Piso: 0 Oficina: LOC 6 Y 7 |990274799|982006439|mmayorgac95@gmail.com||Lunes a sabado de 08:00 a22:00|107|7629
134|AL GALOPE|RESTAURANTE|TENGUEL, KM. 145 VÍA A MACHALA||73053541||||Lunes a sabado de 08:00 a22:00|196|7630
135|AL GRILL Y ALGO MAS|RESTAURANTE|CDLA. LAS BRISAS||||||Lunes a sabado de 08:00 a22:00|122|7631
136|AL HORNO|RESTAURANTE|URBANIZACIÓN PORTOFINO, MZ. 211, SOLAR 1, C.C. BLUE COAST, PISO 1, LOCAL 20||42877026||||Lunes a sabado de 08:00 a22:00|178|7632
137|AL PAN|ESTABLECIMIENTO MÓVIL|AV. FRANCISCO DE ORELLANA CONTENEDOR 6 NAHIM ISAIAS BARQUET, ED. PLAZA GASTRONOMICA PUERTO PLAZA, PISO 0|FRENTE AL HILTON COLON|42829452|967444950|johnnyvasconez@hotmail.com||Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|106|7633
138|AL PASO|RESTAURANTE|BARRIO LA Y - AV ALONSO DE MERCADILLO ||2972629||atresmanuel@hotmail.com||Lunes a sabado de 08:00 a22:00|208|7634
139|Al Puerto Cafe & Bistro|RESTAURANTE||Puerto Santa Ana, Torres Bellini I-II, Of. Atelier N4|993286111|993286111|priscillarocafuerte@gmail.com||Lunes a sabado de 08:00 a22:00|137|7635
140|ALAGO|RESTAURANTE|KM. 6,5 VÍA LA PUNTILLA - SAMBORONDÓN, C.C. PLAZA LAGOS, EDIF. FARO||5046895||||Lunes a sabado de 08:00 a22:00|149|7636
141|ALAIRE|BAR|URB. LA RIA S/N LOCAL E||984883011||ronalrodriguezguerrero@hotmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|134|7637
142|ALAMEDA DE CHABUCA|RESTAURANTE|AV. FRANCISCO DE ORELLANA, COOP. UNION Y PROGRESO, MZ. A, SOLAR 1-A||||||Lunes a sabado de 08:00 a22:00|108|7638
143|ALAN|RESTAURANTE|LOTIZACION SANTA LUCIA 1 100 METROS DELA GASOLINERA TOSAGUA||52330293||||Lunes a sabado de 08:00 a22:00|142|7639
144|ALAS DELTA|RESTAURANTE|24 DE JUNIO S/N MALECON| A LADO DEL RESTAURANTE LAS GAVIOTAS |995703935|52631449|hildaramonacano@gmail.com||Lunes a sabado de 08:00 a22:00|196|7640
145|ALAS DELTA |RESTAURANTE|MALECON y 24 DE JUNIO||985686176||||Lunes a sabado de 08:00 a22:00|128|7641
146|ALAS DELTA 5|RESTAURANTE|MALECON s/n||52340387||ivonnechinis@hotmail.com||Lunes a sabado de 08:00 a22:00|233|7642
147|ALAS MUNDIALES|AGENCIA DE VIAJES MAYORISTA|TUNGURAHUA 703 VELEZ| EDIFICIO OPERA |961449900|45116887|alasmundiales@gmail.com||Lunes a Viernes 08h30 a 17h30|224|7643
148|ALAVA SEÑOR CAFE|CAFETERÍA|PLAZA DEL SOL PLANTA BAJA||||tito.alava@hotmail.com||Lunes a Viernes 08h30 a 17h00|210|7644
149|ALBAHACA|RESTAURANTE|SANTA ROSA E/9NA Y 10MA NORTE||72936162||dianira25_hotmail.com||Lunes a sabado de 08:00 a22:00|171|7645
150|ALBATROS|HOSTAL|CALLE 24 B E/M3 Y M4 JUNTO A LA I.P.SOCO||2626423||viteri.rosario@yahoo.es|www.hostalalbatros.com| Lunes a domingo 24 horas|129|7646
151|ALBATROZ|SALA DE RECEPCIONES Y BANQUETES|PUNTA CARNERO SECTOR MIRAMAR JUNTO A PUERTO AGUAJE||||||Lunes a sabado de 08:00 a22:00|213|7647
152|ALBATUR S. A.|AGENCIA DE VIAJES INTERNACIONAL|avenida 9 de octubre 2315 tungurahua||42453770|999952404|luciaec@hotmail.com|albatursa.com|Lunes a Viernes 08h30 a 17h30|142|7648
153|ALBERCA CLUB|RESTAURANTE||JUNTO A LA ESTACIÓN DE SERVICIO PETROLRIOS|0|913745378|rildo_orellana@hotmail.com||Lunes a sabado de 08:00 a22:00|151|7649
154|ALBERGUE TURISTICO DANNITA|HOSTAL|ALEJO LASCANO S/N GARCIA MORENO|A CINCUENTA METROS DE LA OFICINA PARQUE NACIONAL MACHALILLA|52300080|985184076|hosteldannita@hotmail.com|www.alberguedannita.ec| Lunes a domingo 24 horas|216|7650
155|ALBITA|HOSTAL|AV. 7  Y CALLE 23||2773211|||| Lunes a domingo 24 horas|235|7651
156|ALBO YOGURT|FUENTE DE SODA|SAUCES 8 MZ. 454 F7 VILLA 4||2248513||||Lunes a viernes  06:00 a 20:00|206|7652
157|ALBURGUER|CAFETERÍA|CDLA ORQUIDEAS MZ 49 SOLAR 32||2898629||||Lunes a Viernes 08h30 a 17h00|223|7653
158|ALCARAJO HOSTEL RESTO BAR|HOSTAL|VICENTE ROCAFUERTE S/N MALECON|A UNA CUADRA DE NATIVA BAMBU - VILLA COLOR AMARILLO CON NEGRO|42060063|939760134|alcarajoecuador@gmail.com|| Lunes a domingo 24 horas|112|7654
159|ALCATRAZ THE ROCK|BAR|MONTAÑITA AV. GUIDO CHIRIBOGA Y VICENTE ROCAFUERTE||||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|130|7655
160|ALCAZAR|FUENTE DE SODA|AGUIRRE 523 Y ESCOBEDO LOCAL 523||2329445||||Lunes a viernes  06:00 a 20:00|240|7656
161|ALDAHIR|RESTAURANTE|AV. MIRAFLORES 201 Y CALLE SEGUNDA||93529084||||Lunes a sabado de 08:00 a22:00|196|7657
162|ALEBRIJES|HOSTAL|MALECON MONTAÑITA 0 15 DE MAYO||42060132|995386840|hotelalebrijes01@hotmail.com|| Lunes a domingo 24 horas|229|7658
163|ALEJANDRO MAR|HOSTAL|CALLE 119 Y AV. 103 Y 104||992366194||antoniogarcia@hotmail.com|| Lunes a domingo 24 horas|239|7659
164|ALEJANDROS|HOSTAL|Avda de la Republica y sucre s/n sucre y jambeli| Diagonal a edificio donde funciona oficinal del&nbsp  SRI&nbsp  |991185836|981002103|jorarm22@hotmail.com|| Lunes a domingo 24 horas|122|7660
165|ALEJO'S CABAÑA|RESTAURANTE|COOP. PANCHO JACOME  SECTOR B  SOLAR#1-2  MZ. 201||||||Lunes a sabado de 08:00 a22:00|236|7661
166|ALEXANDER|RESTAURANTE|MALECON Y CALLE PORTOVIEJO||2340154||||Lunes a sabado de 08:00 a22:00|148|7662
167|ALEXANDER 2|RESTAURANTE|MALECON S/N Y CALLE PORTOVIEJO||||||Lunes a sabado de 08:00 a22:00|135|7663
168|ALEXSE|RESTAURANTE|FRANCISCO CARRION S/N CDALA. ORQUIDEA SUR||2975704||mari_feijoo111@hotmail.com||Lunes a sabado de 08:00 a22:00|220|7664
169|ALFARO|HOSTAL|MANTA S/N DOMINGO CASTILLO| VIA A MANTA INGRESO A LA IGLESIA LAS CARMELITAS |52311836|959564473|elmanaba1957@hotmail.com|| Lunes a domingo 24 horas|184|7665
170|ALGARROBO|CASA DE HUÉSPEDES|ISAURO PILAY S/N FRENTE AL MAR|JUNTO AL PARQUE DE LA MADRE Y EL CEMENTERIO GENERAL|52589188|994778461|hospedajealgarrobo@gmail.com||24 horas|184|7666
171|ALHTO|AGENCIA DE VIAJES MAYORISTA|Av. JUAN TANCA MARENGO 301 JOAQUIN ORRANTÍA| ESTAMOS UBICADOS EN EL EDIFICIO PROFESSIONAL CENTER PISO 3 OFICINA 301 ENTRE HOTEL WYNDHAM GARDEN Y EDIFICIO EQUILIBRIUM.&nbsp  |963207787|963778152|martha.alvarado@alhto.com|www.alhto.com|Lunes a Viernes 08h30 a 17h30|191|7667
172|ALIANZA TRAVEL HOLDING|AGENCIA DE VIAJES DUAL|EMILIO ROMERO MENENDEZ MZ. 0111 BENJAMIN CARRION MORA|JUNTO A CITYMALL|45055639|961405310|felixgato666@gmail.com|alianza.travel|Lunes a Viernes 08h30 a 17h30|115|7668
173|ALITAS D`L CADILLAC|RESTAURANTE|URDESA CENTRAL, AV VICTOR EMILIO ESTRADA 1212 Y LAURELES||45017139||cadilacmatriz@gmail.com||Lunes a sabado de 08:00 a22:00|238|7669
174|ALITAS DEL CADILLAC|RESTAURANTE|CALLE BARBASQUILLO S/N VIA A BARBASQUILLO| CENTRO COMERCIAL LA QUADRA |991980482||fermino_1966@hotmail.com||Lunes a sabado de 08:00 a22:00|196|7670
175|ALIVEL TRAVEL|AGENCIA DE VIAJES DUAL|AV. REALES TAMARINDOS S/N PEDRO CEVALLOS VITERI|A LADO DE LA DISTRIBUIDORA HENVER|52442789|987310307|alivel_travel@hotmail.com||Lunes a Viernes 08h30 a 17h30|179|7671
176|ALL SUR TOUR OPERADOR|OPERADOR TURÍSTICO|AV. EUGENIO CAJAMARCA||2161038||allsurecuador@gmail.com||Lunes a viernes de 08:00 a 18:00|190|7672
177|ALMACEN EL |RESTAURANTE|AV. RIO ESMERALDAS Y AV. CENTRAL NUMERO 16 C.C. LAS TERRAZAS PISO 0||984028466||pdq82@hotmail.com||Lunes a sabado de 08:00 a22:00|209|7673
178|ALMANRA|RESTAURANTE|AV. MALECON e/ LA 42 Y 43 Mz 7 SOLAR 2 - CARBO VITERI||||||Lunes a sabado de 08:00 a22:00|133|7674
179|ALMIBAR|BAR|AV. QUITO S/N Y PEREZ GUERRERO||2971016||JEREMY7781@HOTMAIL.COM||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|151|7675
180|ALMUERZOS D' WIDER LOS|RESTAURANTE|GOMEZ RENDON #2815 Y LEONIDAS PLAZA GUTIERREZ||||||Lunes a sabado de 08:00 a22:00|224|7676
181|ALMUERZOS Y MERIENDAS NATALIA|RESTAURANTE|VENEZUELA 1103 Y VILLAVICENCIO ||||||Lunes a sabado de 08:00 a22:00|177|7677
182|ALO|RESTAURANTE|VIA PUNTILLA - SAMBORONDON KM. 1.5, C.C. LA PIAZZA, LCAL 1C||2839127||||Lunes a sabado de 08:00 a22:00|156|7678
183|ALOHA|DISCOTECA|SECTOR CARBO VITERI CALLE 13 A TRES CIADRAS DE IGLESIA SAN LORENZO||||piatauro@gmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|249|7679
184|ALOHA CAFE|CAFETERÍA|AV. LEON FEBRES CORDERO S/N, EDIF. C.C. PALMORA PLAZA LOCAL 17, KM. 18 ||967563233||alohacafeec@gmail.com||Lunes a Viernes 08h30 a 17h00|244|7680
185|ALOHA CAFE|CAFETERÍA|av. francisco de orellana  local 19  c.c. gran manzana| av. francisco de orellana , centro comercial gran manzana local 19&nbsp  |980827821||alohacafe14@gmail.com||Lunes a Viernes 08h30 a 17h00|116|7681
186|ALOHA CAFE|CAFETERÍA||KM. 14,5|980827805|988011899|aguileragenesis93@gmail.com||Lunes a Viernes 08h30 a 17h00|193|7682
187|ALOHA CAFE|CAFETERÍA|KENNEDY NORTE, COOP. VIVIENDA GUAYAQUIL, MZ. 1, SOLAR 6 LOCAL DERECHO AV. MIGUEL H ALCIVAR Y VICTOR HUGO SICOURET|FRENTE A TORRES DEL NORTE|992596343|992596343|alohacafeec@hotmail.com||Lunes a Viernes 08h30 a 17h00|247|7683
188|ALOHA COFFEE|CAFETERÍA|MALECON JULIO IZURIETA Y GENERAL CORDOVA||979230194||jupajiba@hotmail.es||Lunes a Viernes 08h30 a 17h00|181|7684
189|ALONDRA|RESTAURANTE|FELIPE SAUL MORALES Y 5 DE JUNIO||2564068||zroberthwilliam@hotmail.com||Lunes a sabado de 08:00 a22:00|151|7685
190|ALPES LOS|FUENTE DE SODA|CDLA. ALBORADA AV. BENJAMIN CARRION||||||Lunes a viernes  06:00 a 20:00|202|7686
191|ALTAMAR|HOTEL|AVENIDA MALECON 1 AVENIDA 13 DE DICIEMBRE|A UNA CUADRA DE LA IGLESIA|42788083|980750650|albeiroduq@hotmail.com||Lunes a Domingo 24 horas|192|7687
192|ALVATOURS DEL PACIFICO|AGENCIA DE VIAJES DUAL|GUAYAS 2113 E/ BOLIVAR Y PICHINCHA||2967569||alvatoursdelpacifico@hotmail.com||Lunes a Viernes 08h30 a 17h30|224|7688
193|AMADEUS|SALA DE RECEPCIONES Y BANQUETES|AV 5 DE JUNIO Y PERIODISTA||52565170||garamirez@inveragrocorp.com||Lunes a sabado de 08:00 a22:00|115|7689
194|AMADEUS EXCLUSIVE|DISCOTECA|ROCAFUERTE 421 Y PADRE AGUIRRE||989925988||discotecabarakanico@gmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|229|7690
195|AMADEUS TRAVEL|AGENCIA DE VIAJES INTERNACIONAL|AV. EL PERIODISTA S/N AV. 5 DE JUNIO|A LADO DEL CHIFA WIN WHA|52565170|998005177|metropvo@hotmail.com||Lunes a Viernes 08h30 a 17h30|142|7691
196|AMADOR|RESTAURANTE|CALLE LUIS URDANETA #104 Y ROCAFUERTE||2588803||||Lunes a sabado de 08:00 a22:00|156|7692
197|AMARENA|RESTAURANTE|AV. 14 Y CALLE 16||52567065||madelu1204@hotmail.com||Lunes a sabado de 08:00 a22:00|203|7693
198|AMARUZZ CAFE|CAFETERÍA|25 DE JUNIO 381 NAPOLEON MERA| AVENIDA 15 DE JUNIO HACIA EL OESTE, EDIFICIO CONTEMPO, JUNTO A POMPONETTE. |988776404|963733250|ffjaramillo_asaaff@hotmail.com||Lunes a Viernes 08h30 a 17h00|116|7694
199|AMASH|HOSTAL|Av. Sixto Duran Ballen SN Cdla. Guerrero| frente a la terminal terrestre |988701225|989698150|hotel_amash@hotmail.com|| Lunes a domingo 24 horas|183|7695
200|AMAZING ADVENTURE TRAVEL|OPERADOR TURÍSTICO|MALECON JULIO IZURIETA Y GARCIA MORENO||52300189||echeverriagalo@gmail.com|www.aventuraslaplata.com|Lunes a viernes de 08:00 a 18:00|197|7696
201|AMAZING TOUR TRAVEL GROUP|AGENCIA DE VIAJES DUAL|AV. FRANCISCO DE ORELLANA S/N PRINCIPAL|C.C. MILLENIUM GALLERY|42630403|984198824|contabilidad@amazingtour.com.ec|www.amazingtour.com.ec|Lunes a Viernes 08h30 a 17h30|113|7697
202|AMAZONAS TRAVEL & CRUISES |AGENCIA DE VIAJES DUAL|AV. DE ALARCON S/N S/N|JUNTO A HOTEL HOLIDAY INN||967287560|info@amazonastac.com|www.amazonastac.com|Lunes a Viernes 08h30 a 17h30|241|7698
203|AMAZONICO|BAR|AV. MALECON ENTRE CALLE 23 Y 24 JUNTO AL BANCO DE GUAYAQUIL||||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|114|7699
204|AMAZONICO|RESTAURANTE|AVENIDA MALECON Y CALLE 23 JUNTO AL BANCO GQUIL||||||Lunes a sabado de 08:00 a22:00|234|7700
205|AMBATEÑITA LA|RESTAURANTE|HUANCAVILCA #115 Y ELOY ALFARO||2402472||||Lunes a sabado de 08:00 a22:00|144|7701
206|AMBATTO COCINA ECUATORIANA|RESTAURANTE|GUILLERMO PAREJA ROLANDO Y LUIS MENDOZA MOREIRA, LA GARZOTA MZ. 9, SOLAR 16||5029198||ambatto@gmail.com||Lunes a sabado de 08:00 a22:00|234|7702
207|AMBIGU CAFE|FUENTE DE SODA|LUIS URDANETA #502 Y AV. BOYACA||2306489||||Lunes a viernes  06:00 a 20:00|181|7703
208|AME DELI GOURMET|CAFETERÍA|PUERTO SANTA ANA, BARRIO LAS PEÑAS, AV. NUMA POMPILLO S/N, ED. BELLINI III-IV, LOCAL 2||44545881||mafer_quibri25@hotmail.com||Lunes a Viernes 08h30 a 17h00|235|7704
209|AMERICA`S CLUB TRAVEL|AGENCIA DE VIAJES DUAL|COLON 602 Y BOYACA. EDIF. COLON, PISO 3, OF. 305||2516783||info@americasclubtravel.com|www.americasclubtravel.com|Lunes a Viernes 08h30 a 17h30|150|7705
210|AMERICAN AIRLINES|TRANSPORTE AÉREO|AV. LUIS PLAZA DAÑIN Y AV. DEL PERIODISTA C.C. POLICENTRO (REF. MODULO CORREDOR)||2394335|||www.aa.com|Lunes a domingo 24 horas|245|7706
211|AMERICAN AIRLINES|TRANSPORTE AÉREO|AV. DE LAS AMÉRICAS S/N AEROPUERTO JOSÉ JOAQUÍN DE OLMEDO PISO #2||2169249|||www.aa.com|Lunes a domingo 24 horas|138|7707
212|AMERICAN DELI|RESTAURANTE|PASEO COCCO MANTA||2621130||amca05@americandeli.com.ec||Lunes a sabado de 08:00 a22:00|219|7708
213|AMERICAN DELI|RESTAURANTE|AV. BENJAMIN ROSALES S/N Y AV. DE LAS AMERICAS (REF. TERMINAL TERRESTRE LOCAL #63 PATIO DE COMIDAS)||7041871||||Lunes a sabado de 08:00 a22:00|157|7709
214|AMERICAN DELI|RESTAURANTE|CDLA. ENTRE RIOS VIA SAMBORONDON S/N  EDIF.  VILLAGE  PLAZA  PISO #2  LOCAL #219  KM. 1.5||2306809||||Lunes a sabado de 08:00 a22:00|183|7710
215|AMERICAN DELI|RESTAURANTE|AV. FELIPE PEZO S/N Y BENJAMIN CARRION, C.C. CITY MALL, LOCAL FC-005||||||Lunes a sabado de 08:00 a22:00|136|7711
216|AMERICAN DELI|RESTAURANTE|VIA A LA AURORA S/N, C.C. RIOCENTRO EL DORADO, PISO 1, OF.  C-10||3720900||anca37@americandeli.com.ec||Lunes a sabado de 08:00 a22:00|130|7712
217|AMERICAN DELI|RESTAURANTE|AV. JOAQUIN ORRANTIA GONZALEZ S/N Y JUAN TANCA MARENGO, EDIFICIO MALL DEL SOL, PISO 1, OF. A-119||999661537||fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|215|7713
218|AMERICAN DELI|RESTAURANTE|VIA SAMBORONDOM UNO Y MEDIO JUNTO URB ENTRE RIOS| VILLAGE PLAZA |23955400|993703839|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|139|7714
219|AMERICAN DELI|RESTAURANTE|AV. BENJAMIN ROSALES  S/N AV . LAS AMERICAS| TERMINAL TERRESTRE&nbsp  |23955400|993703839|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|130|7715
220|AMERICAN DELI|RESTAURANTE|AV. JUAN TANCA MARENGO N15-02 JOAQUIN ORRANTIA| CC MALL DEL SOL |23955400|993703839|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|144|7716
221|AMERICAN DELI|RESTAURANTE|JOAQUIN ORRANTIA  S/N JUAN TANCA MARENGO| CC MALL DEL SOL |23955400|993703839|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|110|7717
222|AMERICAN DELI |RESTAURANTE|AV 25 DE JULIO S/N Y JOSE DE LA CUADRA C.C. MALL DEL SUR LOCAL 264 ||||||Lunes a sabado de 08:00 a22:00|233|7718
223|AMERICANA|AGENCIA DE VIAJES INTERNACIONAL|P. ICAZA #606 Y ESCOBEDO||2310146||ameviaje@gye.satnet.net||Lunes a Viernes 08h30 a 17h30|219|7719
224|AMERICANA|HOTEL|AV. 106 Y CALLE 105||52384612||maferfranco2@hotmail.com|www.hotelamericana.amoweds.com.ec|Lunes a Domingo 24 horas|213|7720
225|AMERICANTOURING S A|AGENCIA DE VIAJES INTERNACIONAL|BOLIVAR S/N JUAN MONTALVO Y 9 DE MAYO |DIAGONAL AL BANCO BOLIVARIANO|72924727|984170200|americantouringec@gmail.com|www.americantouring.com.ec|Lunes a Viernes 08h30 a 17h30|206|7721
226|AMERICANTOURING S A|AGENCIA DE VIAJES INTERNACIONAL|VIA MACHALA - PASAJE S/N S/N|SITIO LA CRUCITA FRENTE A LUCIA STORE|72984460|984170200|americantouringec@gmail.com|www.americantouring.com.ec|Lunes a Viernes 08h30 a 17h30|169|7722
227|AMERICANTUR|AGENCIA DE VIAJES INTERNACIONAL|PICHINCHA Y LUQUE EDIFICIO BANCO PARK||2534120||americanturec@yahoo.com||Lunes a Viernes 08h30 a 17h30|157|7723
228|AMERICAS LAS|HOTEL|MACHALA 811 Y 9 DE OCTUBRE||2294444||info@hotellasamericas.ec|www.hotellasamericas.ec|Lunes a Domingo 24 horas|112|7724
229|AMIGO COCO|RESTAURANTE|MALECON ESCENICO LOCAL # 7||2924799||||Lunes a sabado de 08:00 a22:00|121|7725
230|AMIRA|HOTEL|Eloy Alfaro S/N calle 4ta y 5ta||42770701|980875453|reservas@hotel-amira.com|www.hotel-amira.com|Lunes a Domingo 24 horas|197|7726
231|AMNESIA VIP PORT|DISCOTECA|AV. MANABÍ Y TENNIS CLUB (PLAZA DEL SOL P.1)||991534595||lenineduardoandrade@hotmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|213|7727
232|AMORFINO|RESTAURANTE|ESPEJO S/N Y PEDRO GUAL||52657080||amorfinorestaurant@gmail.com||Lunes a sabado de 08:00 a22:00|197|7728
233|AMORFINO CAFE|CAFETERÍA|Calle Segunda 314 Av. Principal|Atras de La Pata Gorda|994475691|994475691|amorfinocafe.gye@gmail.com||Lunes a Viernes 08h30 a 17h00|240|7729
234|AMPARITO|RESTAURANTE|10 DE AGOSTO #1421 ENTRE MACHALA Y ANTEPARA||93086457||||Lunes a sabado de 08:00 a22:00|168|7730
235|ANASTACIO|RESTAURANTE|ELOY ALFARO 301 Y VACAS GALINDO||||||Lunes a sabado de 08:00 a22:00|228|7731
236|ANCASHINOS|RESTAURANTE|MONTAÑITA AV. GUIDO CHIRIBOGA Y CALLE SAN ISIDRO||||||Lunes a sabado de 08:00 a22:00|126|7732
237|ANCLA EL |HOSTAL|AV. 105 S/N Y CALLE 108 ||6050467|||| Lunes a domingo 24 horas|211|7733
238|ANDANZAS|BAR|QUISQUIS 407 Y LORENZO DE GARAYCOA||||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|210|7734
239|ANDEAN PATHS|OPERADOR TURÍSTICO|SAN JOSE KM. 700 VIA DEL PACIFICO E-15||99808469||||Lunes a viernes de 08:00 a 18:00|242|7735
240|ANDERSON|RESTAURANTE|V.E. ESTRADA  505  Y EBANOS  (URDESA)||2880690||||Lunes a sabado de 08:00 a22:00|170|7736
241|ANDERSON EXPRESS|CAFETERÍA|AV. PRINCIPAL S/N EDIFICIO SAMBORONDON PLAZA OFICINA 13-14 KM. 1.5 ||6014800||||Lunes a Viernes 08h30 a 17h00|111|7737
242|ANDERSON EXPRESS|CAFETERÍA|AV.JUAN TANCA MARENGOPLAZA DEL SOL EDIF.PROFESSIONAL CENTER OFICINA 3||||||Lunes a Viernes 08h30 a 17h00|218|7738
243|ANDERSON EXPRESS|RESTAURANTE|VEHICULAR  SL 2 S/N EDIFICIO SOTAVENTO| Parroquia: TARQUI Ciudadela: PUERTO SANTA ANA Referencia: JUNTO A SWEET AND COFFEE Edificio: SOTAVENTO<br /> Oficina: LOC. 1 |982006439||mmayorgac95@gmail.com||Lunes a sabado de 08:00 a22:00|178|7739
244|ANDINO TRAVEL CIA LTDA|AGENCIA DE VIAJES DUAL|CARCHI 2007 TUNGURAHUA| DIAGONAL AL CONSULADO DE ESPAÑA |46027811||asesoriagye@andinotravel.com|https://www.andinotravel.com|Lunes a Viernes 08h30 a 17h30|165|7740
245|ANDREAS TOUR|AGENCIA DE VIAJES INTERNACIONAL|CDLA ADACE AV 11 Y CALLE A||2690027||andreastour@hotmail.com||Lunes a Viernes 08h30 a 17h30|225|7741
246|ANDY|HOSTAL|VICTOR MANUEL RENDON 817 GARCIA AVILES|A UNA CUADRA DEL PARQUE CENTENARIO 9 DE OCTUBRE|42311664|992159878|hotelandy0@gmail.com|| Lunes a domingo 24 horas|194|7742
247|ANDY STEVEN |RESTAURANTE|URB. COLINAS DEL SOL, SOLAR 4, MZ 2002||85980884||||Lunes a sabado de 08:00 a22:00|171|7743
248|ANGEL BOCADITOS Y ALGO MAS|CAFETERÍA|LOS CACTUS EL PALMAR||||jazminale18@hotmail.com||Lunes a Viernes 08h30 a 17h00|229|7744
249|ANGELES BEACH|HOSTAL|GUIDO CHIRIBOGA S/N SAN ISIDRO|DIAGONAL AL PARQUE CENTRAL|42060070|992386302|aracelyvivanco@hotmail.com|| Lunes a domingo 24 horas|238|7745
250|ANGELES LOS |CENTRO DE RECREACIÓN TURÍSTICA|CIUD. LOS ANGELAS CALLE 309 Y AV. 229||||jekarte_78@yahoo.es||lunes a sabado de 8:00 a 18:00 |128|7746
251|ANGELITO|RESTAURANTE|GOMEZ RENDON 3201 Y PRESIDENTE ESTRADA||||||Lunes a sabado de 08:00 a22:00|209|7747
252|ANGELOS DE LAS BRISAS LOS|TERMAS Y BALNEARIOS|CDLA. LAS BRISAS, PARROQUIA BUENAVISTA||2941-202||||Lunes a sabado de 06:00 a22:00|180|7748
253|ANICETO CAFÉ|PEÑA|24 DE MAYO S/N Y ERNESTO SEMINARIO||||miguelon96@hotmail.com||Lunes a sabado de 08:00 a22:00|111|7749
254|ANITA|RESTAURANTE|ENRIQUE GALLO Y AV.  SEGUNDA DIAGONAL A LA CEVICHERÍA LA LOJANITA||||||Lunes a sabado de 08:00 a22:00|211|7750
255|ANITA CRISTINA|RESTAURANTE|MALECON Y CALLE 20 ESQUINA||997790711||absaloncedeno1@hotmail.com||Lunes a sabado de 08:00 a22:00|216|7751
256|ANITA'S|RESTAURANTE|CUENCA 3634 Y LA DECIMA||||||Lunes a sabado de 08:00 a22:00|244|7752
257|ANNHELO'S|RESTAURANTE|PICHINCHA S/N ENTRE 10 DE AGOSTO Y SUCRE||2534065||||Lunes a sabado de 08:00 a22:00|172|7753
258|ANONYMOUS|RESTAURANTE||FRENTE AL ITALDELI|72916512|984887052|silviawongsa@gmail.com||Lunes a sabado de 08:00 a22:00|194|7754
259|ANTARES|HOSTAL|FLAVIO REYES Y CALLE 29||52626493||antares.spa.lodge@gmail.com|www.hostal-antares.com| Lunes a domingo 24 horas|200|7755
260|ANTIGUA ROMA |RESTAURANTE|LOS RIOS # 702 ENTRE 9 DE OCTUBRE Y PRIMERO DE MAYO ||||||Lunes a sabado de 08:00 a22:00|101|7756
261|ANTIGUO DAMASCO|FUENTE DE SODA|AVENIDA ENRIQUEZ GALLOS JUNTO A CUERPO DE BOMBEROS||||||Lunes a viernes  06:00 a 20:00|160|7757
262|ANTIPASTOS|RESTAURANTE|PUERTO SANTA ANA S/N, EDIFICIO THE POINT, LOCAL 3||999619844||info@antipastosec.com||Lunes a sabado de 08:00 a22:00|131|7758
