idEstablecimiento|nombre_esta|clasificacion|direccion|refen_direccion|telefono_principal|telefono_secun|email|paginaWeb|estimacion|id_servicios
22373|CASMO|RESTAURANTE|SANTIAGO CARRASCO 1-10 Y PASAJE||72813472||COSMORESTAURANTE@GMAIL.COM||248|44582
22374|BAMU GRIL|RESTAURANTE|VIA GIRON PASAJE||72262794||||110|44583
22375|DOG'S|CAFETERÍA|FELIPE II SN CIRCUNVALACION SUR|MALL DEL RIO PATIO DE COMIDAS|987774769|992727090|rrhh@freddo.com.ec||120|44584
22376|BELLO HORIZONTE|SALA DE RECEPCIONES Y BANQUETES|ANTIGUA SUBIDA A TURI Y AV 24 DE MAYO||72816173||||229|44585
22377|EL INCA|HOSTAL|AV. UNIVERSITARIA 08-24 10 DE AGOSTO Y 18 DE NOVIEMBRE||72571415|986728016|hostalinca@hotmail.com||101|44586
22378|YOGURTH N.1|FUENTE DE SODA|BENIGNO MALO 6-16||2822920||||218|44587
22379|COOPERATIVA LOJA|RESTAURANTE|PANAMERICANA SUR||969827709||ROSAHORTENCIA@OUTLOOK.ES||181|44588
22380|BRASA LA|RESTAURANTE|ROBERTO CRESPO Y EDUARDO ARIAS||||||243|44589
22381|GAUCHO EL|RESTAURANTE|AV. GONZALES SUAREZ 4-18||72804610||||184|44590
22382|GEORDANOS|HOTEL|MARISCAL LAMAR 8-27 BENIGNO MALO|FRENTE A LA CONTRALORIA|72841158|987990838|noemifernanda@live.com||225|44591
22383|KANIBALES|RESTAURANTE|SUCRE S/N MANUEL VEGA|A UNA CUADRA DEL PARQUE SAN BLAS|72835928|983894476|loskanibales@hotmail.com|www.restaurantekanibales.com|203|44592
22384|MOTIVOS HOTEL|HOTEL|AVENIDA 37 S/N CALLE 8|VIA PUNTA CARNERO PASANDO GASOLINERA HERNANDEZ JR.|992149999||abdianaalvarado@hotmail.com||198|44593
22385|PIO PIO|RESTAURANTE|VÍA PUERTO INCA-CUENCA S/N SECTOR EL TAMARINDO||2809892||||122|44594
22386|HOTEL SIENA|HOTEL|HERMANO MIGUEL 5-84 JUAN JARAMILLO|A DOS CUADRAS DE SAN BLAS||998222491|piedad.barros@hotmail.com||181|44595
22387|SIERRA VERDE|SALA DE RECEPCIONES Y BANQUETES|VIA A PAUTE SECTOR EL CABO||2203477||||182|44596
22388|TARQUI HOTEL & SUITES|HOTEL|TARQUI 9-69 GRAN COLOMBIA|A MEDIA CUADRA DE LA IGLESIA EL CENACULO|72833523|982392533|tarquihotelsuits@gmail.com||122|44597
22389|HELADOS THOMAS Y ALGO MAS|FUENTE DE SODA|CALLE UNIDAD NACIONAL S/N Y CALLE A||99864173||ivan_rea@hotmail.com||130|44598
22390|MANABITA|RESTAURANTE|ADOLFO CORRAL Y TOMAS RODIL||72266413||||228|44599
22391|PANORAMA|RESTAURANTE|25 DE AGOSTO 15-21||72422295||mariarodriguezalbarracin@hotmail.com||170|44600
22392|ALLI TIANA|HOTEL|PTE. CORDOVA Y PADRE AGUIRRE||2831844||||127|44601
22393|BED & BREAKFAST CASA MONTALVO|HOSTAL|JUAN MONTALVO 8-33 BOLIVAR Y SUCRE|JUNTO A LA CASA DE 1860|72844997|995924544|smml57@icloud.com|www.casamontalvo.com|153|44602
22394|EL ARRIERO|RESTAURANTE|LATINOAMERICANA 1-50 CUBA|En la Av. Unidad Nacional virar por la calle Cuba, hasta Parque El Angel y dar la vuelta total al parque.|72884070|987109453|elarriero1@hotmail.es||242|44603
22395|FRESA Y CEBADA COFFEE PUB|RESTAURANTE|CALLE DOMINGO COMIN Y SOASTI||72700873||cezh1@hotmail.com||130|44604
22396|ESQUINA DEL YOGURT LA|CAFETERÍA|CALLE SIN NOMBRE Y MIRADOR TURI||72455367||BERTYCAMPOVERDE@HOTMAIL.COM||111|44605
22397|BATIDOS DE RAFA|FUENTE DE SODA|SAN MARTIN 1203 Y GUARANDA||2400782||||146|44606
22398|CASA DE HUESPEDES SAN SEBASTIAN|CASA DE HUÉSPEDES|SIMON BOLIVAR 13-93 ESTEVEZ DE TORAL|A UNA CUADRA DE LA IGLESIA SAN SEBASTIAN|841743593|991525662|anamariaorteb@hotmail.com||111|44607
22399|GRAN JOSE EL|RESTAURANTE|VIA A CUENCA||998048617||||160|44608
22400|CASA DE LAS ROSAS|HOSTAL|Manuel Vega 12-57 Sangurima|TRES CUADRAS DEL PARQUE SAM BLAS|74114587|982658054|arqcacho@hotmail.com|www.casadelasrosas.biz|167|44609
22401|PALMAS LAS|BAR|RAFAEL GALARZA||72270541||||140|44610
22402|LOS KANIBALES|RESTAURANTE|AV MAX UHLE 2-78 CAMILO EGAS|TRES CUADRAS ANTES DE EMPRESA ELECTRICA|72867708|981974311|contabilidad@kanibales.com|www.kanibales.com|220|44611
22403|HORNADO AL PASO|RESTAURANTE|ARIZAGA Y 25 DE JUNIO||||||101|44612
22404|LA FINCA CASA DE HUESPEDES|CASA DE HUÉSPEDES|VIA A NARIG S/N SUBIDA A TASQUI BAJO|SECTOR TASQUI, FRENTE AL PUENTE COLGANTE||999653199|donalejo4@hotmail.com|www.posadalafinca.com|157|44613
22405|EMPERADOR|RESTAURANTE|SANGURIMA Y MANUEL VEGA||2831936||||101|44614
22406|SAN RAPHAEL|HOSTAL|Teniente Hugo Ortiz s/d Juan de Velasco|Frente al parque acuatico morete puyo|997174620|72390346|neptali1963@hotmail.com||103|44615
22407|PECHUGON EL|RESTAURANTE|BOLIVAR Y MIGUEL HEREDIA||72824519||||210|44616
22408|HOTEL PEGASUS|HOTEL|Luis Cordero 5-48 Honorato Vasquez|subir por la calle Honorato Vasquez y virar en la Luis Cordero, el hotel esta a 30 metros de la esquina.|72850130|984194540|hotel.pegasus.cuenca@hotmail.com||103|44617
22409|TULLPA LA|RESTAURANTE|SANGURIMA 8-44||||||227|44618
22410|SANTANA|RESTAURANTE|HONORATO VAZQUES 7-72||2887535||||159|44619
22411|LA GAVIOTA AZUL|HOSTAL|CALLEJON SUCRE 111 MALECON||72927352|984769621|mfchacha@gmail.com||149|44620
22412|TUTUPALI HACIENDA TURISTICA|HACIENDA TURÍSTICA|RODEO S/N S/N|TUTUPALI|987916870|982716300|fcamacho.006@hotmail.com||137|44621
22413|AZUAY|HOSTAL|BALZAR S/N LAS FLORES|A UNA CUADRA DEL CEMENTERIO GENERAL|52791131|967957925|matildeleoncali@yahoo.com||239|44622
22414|CAMPING SAGEO EL|SALA DE RECEPCIONES Y BANQUETES|SAN FRANCISCO DE SAGEO KM.3||2240445||campinghosteria@gmail.com||154|44623
22415|JUANES LOS|HOSTERÍA|AMPARITO TAMARIZ||72270553||||136|44624
22416|PADRINO EL|RESTAURANTE|AV. 12 DE ABRIL Y LOJA||2880372||||196|44625
22417|HOSTAL FUEGO|HOSTAL|jose joaquin de olmedo 2-62 Vicente rocafuerte|a una cuadra de la chola cuencana|72804818|990676528|sambitodari10@hotmail.com||166|44626
22418|1900 NIGHT LIFE|DISCOTECA|AV. 12 DE ABRIL 11-05 CORNELIO MERCHÁN|huaynacapac|92815313|984724232|xavier_gcalle@hotmail.com||178|44627
22419|GAVIOTA APARTMENTS & SUITES|HOTEL|LUIS MORENO MORA 6-108 AV. SOLANO|A UNA CUADRA Y MEDIA DEL COLEGIO LA SALLE|72882753|993040204|gaviotaec@gmx.es|www.gaviotaapartmentssuites.com|206|44628
22420|BARRANCO EL|RESTAURANTE|LUIS CORDERO N1-37 Y GENERAL ENRIQUEZ||2338948||||170|44629
22421|OLIVOS GARDEN LOS|SALA DE BAILE|HURTADO DE MENDOZA S/N Y CORDILLERA||2810272||||168|44630
22422|ENSUEÑOS|HOTEL|GRAN COLOMBIA 1-82 MANUEL VEGA|A MEDIA CUADRA DE FLOTA IMBABURA|72844961|987177602|hotelensuenos@yahoo.com|www.hotelensuenos.com|208|44631
22423|DRAGON EL|RESTAURANTE|TRES DE NOVIEMBRE Y ABELARDO J ANDRADE||99854082||||124|44632
22424|PRANZO|RESTAURANTE|AV. FRANCISCO DE ORELLANA, KM 4.5 C.C. LA GRAN MANZANA LOCAL 94||997563353||pranzo_cafe@hotmail.com||100|44633
22425|PORTAL EL|RESTAURANTE|VIA A SAN JOAQUIN||2894147||baltijhn@hotmail.com||181|44634
22426|HOSTAL EL MIRLO|HOSTAL|Francisco Ballesteros OE2-598 y Av. Teniente Hugo Ortiz|TRAS LA TRIBUNA DEL SUR|22649340|987770321|hostal.el.mirlo@gmail.com||210|44635
22427|MORITAS CAFÉ Y SNACK|FUENTE DE SODA|HERMANO MIGUEL 4-36 Y CALLE LARGA||||||237|44636
22428|HOSTAL CHORDELEG|HOSTAL|GRAN COLOMBIA 11-15 GENERAL TORRES|A una cuadra del Templo de Santo Domingo y a 3 cuadras del Parque Calderón.|996269426|72824611|reservas@hostalchordeleg.com|www.hostalchordeleg.com|115|44637
22429|CASA DE HUESPEDES M.B.C.|CASA DE HUÉSPEDES|Galápagos 172 Y Av. Loja|Junto al colegio a Distancia CEPIA ingresando desde la Av. Loja|999710441|994165235|mbc_mocha@outlook.com||197|44638
22430|MONTE BIANCO SUCURSAL 7|CAFETERÍA|SOLANO SN MATOVELLE|PARQUE CENTRAL|0|984167876|montebiancoremigio@hotmail.com||180|44639
22431|MONTE BIANCO|CAFETERÍA|Solano sn Matovelle|Junto al Registro Civil|72240101|72828611|montebiancofacturacion@hotmail.com||188|44640
22432|PICANTES DE LEO|RESTAURANTE|LUIS CORDERO 9.32 BOLIVAR|CENTRO|72892885|999773200|altamirano.r@gmail.com||184|44641
22433|AVENTURI|RESTAURANTE|AV DEL MIRADOR S/N TURI CENTRO|TURI|72806227||lagranaventuri@hotmail.com||136|44642
22434|PEDREGAL EL|RESTAURANTE|EL PEDREGAL Y GIL RAMIREZ DAVALOS||2823652||||207|44643
22435|PUERTO CAÑAVERAL|RESTAURANTE|Isla Floreana E7-31 e Isla Fernandina|TRÁS EL COLEGIO CENTRAL TÉCNICO|22444713|989472971|frio.tinto@hotmail.com||245|44644
22436|KABCAFE|CAFETERÍA|FRANCISCO DE ORELLANA Y FRAY VICENTE SOLANO||4091049||||134|44645
22437|JULY Y SAME|RESTAURANTE|MAPASINGUE ESTE AVDA. 1ERA #1002||2353619||||156|44646
22438|HOTEL SANTA MONICA|HOTEL|SUCRE 680 BORRERO|A UNA CUADRA DEL PARQUE CALDERON, FRENTE AL BANCO GUAYAQUIL|998828855|72840215|mpdelgado@hotmail.com|www.hotelsantamonicaecuador.com|211|44647
22439|A PEDIR DE BOCA|RESTAURANTE|BENIGNO MALO 5-54 Y CALLE LARGA||||||174|44648
22440|ROKA PLAZA HOTEL BOUTIQUE|HOTEL|Bolivar S/N Guayaquil|Frente a la Universidad Indoamerica|979151100|999727456|pagos@hotelrokaplaza.com||188|44649
22441|RINCON DEL SABOR|RESTAURANTE|AV RICARDO DURAN Y ALFONSO CARRION||2893001||||170|44650
22442|RESTAURANTE RINCON DEL SABOR|RESTAURANTE|AV. RICARDO DURAN S/N CALLE ALFONSO CARRIÓN HEREDIA|BAÑOS AV. RICARDO DURÁN FRENTE A LA HOSTERÍA DURÁN|72893001|981770024|yolandaramontapia@hotmail.com||221|44651
22443|MAGNOLIA CAFFE|CAFETERÍA|AV. 3 DE NOVIEMBRE 1-48 Y C. TALBOT||72820240||||157|44652
22444|DIEGUITO|RESTAURANTE|20 DE ENERO E ISIDRO RODRIGUEZ||2270242||||201|44653
22445|ASADOS Y ALGO MAS|RESTAURANTE|AV. GIRON PASAJE||72262691||||243|44654
22446|VICTOR HUGO HOTEL PUERTO LOPEZ|HOTEL|MALECÒN JULIO IZURIETA S/N 24 DE MAYO|CERCA DE LA HOSTERIA NANT&Ugrave|959090875|52300054|info@victorhugohotel.com.ec|www.victorhugohotel.com.ec|175|44655
22447|HOSTAL EL REFUGIO|HOSTAL|AV D ELAS AMERICAs s/n daniel alvarado|diagonal al centro cristiano|999082596|74074257|hostal.refugio.hcardenas@hotmail.com||143|44656
22448|LA ORQUIDEA SIVILLANA|CASA DE HUÉSPEDES|AV. 10 DE AGOSTO S/N DIAGONAL AL MUNICIPIO|A TRES CUADRAS DEL SUBCENTRO DE SALUD.|73053411|939361202|magalycardenascardenas@hotmail.com||182|44657
22449|SAN LUIS.|HOTEL|CHAPETONES. 1-52 AV. GIL RAMIREZ DAVALOS.|FRENTE A LAS BODEGAS DEL TERMINAL TERRESTRE.|72805907|983089006|nilofabi@yahoo.com||177|44658
22450|COSTA LINDA|RESTAURANTE|AV DE LAS AMERICAS Y JUAN PIO MONTUFAR||74094827||||181|44659
22451|FOGATA|HOSTAL|AVENIDA PICHINCHA LOTE 3 CALLE BERTHA VALVERDE|A MEDIA CUADRA DE LAS CANCHAS RACING|42772162|987211089|rubenordo@yahoo.com||148|44660
22452|FLORESTA BRAVA|RESTAURANTE|LA CORUÑA N24-20 y GUIPUZCOA||23226646|0|narcizaespinoza63@hotmail.com||158|44661
22453|POSADA DEL ANGEL|HOTEL|Bolivar 14 11 Estevez de toral||72840695|999700024|posadadelangel@hotmail.com|Www.hostalposadadelangel.com|169|44662
22454|NUESTRA CASA- OUR HOME BY A2CC - CUENCA|LODGE|VIA A SIDCAY CALLE JULIA BERNAL S/N S/N|SECTOR MOLINOPAMBA, A DOSCIENTOS METROS DE LA HACIENDA SAN DIEGO|72477509|986751791|ginakta.ugalde@gmail.com|www.access2culture.wordpress.com|152|44663
22455|NUESTRA CASA- OUR HOME BY A2CC - TARQUI|LODGE|VÍA A SAN AGUSTÍN S/N S/N|SECTOR VICTORIA DEL PORTETE, A TRESCIENTOS METROS DE LA PARADA DE BUSES||986751791|ginakta.ugalde@gmail.com||111|44664
22456|NUESTRA CASA- OUR HOME BY A2CC - YUNGUILLA|LODGE|VIA A GUALDELEG S/N S/N|SECTOR GUALDELEG, JUNTO A LA ESCUELA CESAR TORRES|72126263|986751791|ginakta.ugalde@gmail.com||175|44665
22457|POLLERIA GUZ-MAN|RESTAURANTE|CDLA. ATARAZANA SOLAR 1 MZ. M1||||||181|44666
22458|NOA NOA|DISCOTECA|PRESIDENTE CORDOVA 5-86 Y HERMANO MIGUEL||||||150|44667
22459|MONTECARLO ISIAH|SALA DE RECEPCIONES Y BANQUETES|JAIME ROLDOS 1-40 Y GUAPONDELIG||24152084||jakyta2011@hotmail.com||156|44668
22460|RANCHO ALEGRE|RESTAURANTE|KM 13 VIA INTEROCEANICA||7203214||||210|44669
22461|SANTA ANA|SALA DE BAILE|SUCRE N.- 14-70 Y CORONEL TALBOT||72841814||santaanarecepciones@gmail.com||247|44670
22462|PERNILES LOS|FUENTE DE SODA|JUAN JARAMILLO 3-25 Y TOMAS ORDOÑEZ||98777402||ENMOR13@HOTMAIL.COM||214|44671
22463|DESCANSITO EL|RESTAURANTE|HURTADO MENDOZA 13-69 E INGAPIRCA||2864716||||170|44672
22464|WARMIKUNA|RESTAURANTE|HERMANO MIGUEL 5-42 Y HONORATO VASQUEZ||72823106||KABAD9@GMAIL.COM||115|44673
22465|MAMA CUCHARA|RESTAURANTE|CDLA. URDESA CENTRALVICTOR EMILIO ESTRADA # 1216 Y LAURELES 2 1||2389854||||192|44674
22466|DON CESARIN|RESTAURANTE|PUMAPUNGO 02-30 PASEO DE LOS CAÑARIS|MEDIAIMAGEN|0|983613523|cesarolmedoi@hotmail.com||131|44675
22467|CABAÑAS DEL PESCADOR|RESTAURANTE|VIA A CUENCA NARANJAL KM 12||0||||228|44676
22468|CASA DEL ÁGUILA|HOSTAL|MARISCAL A. JOSÉ SUCRE 13-56 JUAN MONTALVO|A UNA CUADRA Y MEDIA DEL PARQUE SAN SEBASTIÁN.|72849580|999103868|andresochoalban@hotmail.com||244|44677
22469|RESTAURANTE RAYMIPAMPA|RESTAURANTE|Benigno Malo 8-59 Sucre|Junto a la Catedral Nueva de La Inmaculada|992465484|72834159|raymi859@hotmail.com|www.raymipampa.com|108|44678
22470|EL CAJAS|HOSTAL|TARQUI 7-92 SUCRE||72826627|999887316|hostalelcajas@hotmail.com||248|44679
22471|HOSTERIA LOS CISNES|HOSTERÍA|PORTOVELO SEGUNDA ENTRADA S/N S/N|A 300 METROS DE Y DE LA UNION|992603481||hosteria_loscisnes@hotmail.com||225|44680
22472|AÑOS 80|BAR|AV JOSE PERALTA||||||198|44681
22473|LA ESCALINATA|HOSTAL|CALLE LARGA 5-83 HERMANO MIGUEL||70845758|998098308|mfchacha@gmail.com||248|44682
22474|CRISTAL PALACE DANCE|SALA DE RECEPCIONES Y BANQUETES|AV. 12 DE OCTUBRE Y AV. DON BOSCO||74151928||anachure09@hotmail.com||151|44683
22475|LA TINAJA|RESTAURANTE|23 DE ENERO 4-45 JUAN BAUTISTA COBOS|PARQUE CENTRAL|72223323|72223323|latinaja@hotmail.com||176|44684
22476|HOSTAL LA MERCED|HOSTAL|HONORATO VASQUEZ 5-66 HERMANO MIGUEL|UBICADOS A UNA CUADRA Y MEDIA DE LA IGLESIA LA MERCED|72837240|996003124|juancabrera1964.jc74@gmail.com||159|44685
22477|D´POCHOS|SALA DE RECEPCIONES Y BANQUETES|ALFONSO VINTIMILLA Y 15 DE NOVIEMBRE||72241114||pachi.villavicencio@gmail.com||143|44686
22478|LATIN DANCE|SALA DE RECEPCIONES Y BANQUETES|AV. LOS ANDES Y YANAHURCO||74083468||veryto_22@yahoo.es||223|44687
22479|ANIS PIMIENTA Y CANELA|RESTAURANTE|MIGUEL MORENO 4-28 Y JACINTO FLORES||72885034||KARITOPV@GMAIL.COM||164|44688
22480|SANTA FE|HOSTAL|PRESIDENTE BORRERO 5-57 HONORATO VAZQUES||72841371|967774762|hostalsantafe2010@hotmail.com||185|44689
22481|DON HUMBER SANDUCHERIA|CAFETERÍA|Cristobal Colón E8-55 y Diego de Almagro|PISO: PB. SECTOR: EDIFICIO EL CISNE, FRENTE AL CENTRO MÉDICO DEL IESS|22504090|997454747|hrosero4@hotmail.com||136|44690
22482|MI ESTACION|RESTAURANTE|EL RAMAL||2270006||||198|44691
22483|FUNDICION LA|BAR|ALFONSO CORDERO 3-35 Y MIGUEL CORDERO||72830094||||156|44692
22484|RED LOBSTER|RESTAURANTE|ANTISANA Y BUERAN||||||170|44693
22485|VILLA RITA|CASA DE HUÉSPEDES|BENIGNO MALO 14-86 RAFAEL MARIA ARIZAGA|UNA CUADRA MAS ABAJO DE LA RADIO TOMEBAMBA|74090136|998841276|ritabaccetti@yahoo.com||218|44694
22486|SUGAR|RESTAURANTE|remigio crespo s/n antonio tamariz|pista de bicicros|995206601|995206601|svetnadia@gmail.com||223|44695
22487|DON Q|RESTAURANTE|GRAN COLOMBIA Y 9 DE OCTUBRE||2256578||||162|44696
22488|LOS HELECHOS|HOSTAL|El Chorro 1-50 Gil Ramirez|A partir del Terminal Terrestre, salir por la puerta lateral sur, solo tiene que cruzar la calle El Chorro, allí esta ubicado nuestro Hotel. Desde el Aeropuerto tome La Av. España hasta el Terminal Terrestre, gire a la derecha en la Av. Sebastián de Benalcazar, hasta la Av. Gil Ramírez, una cuadra hasta la calle El Chorro, a 50 metros de esta intersección se encuentra nuestro Hotel.|999003182|72863401|helechos.hotel@gmail.com||133|44697
22489|BERTUCHIS|RESTAURANTE|AV UNIDAD NACIONAL S/N PADUA|EX CREA|4091265|0|neosleca@hotmail.com||221|44698
22490|RANCHOS|FUENTE DE SODA|AV. REMIGIO CRESPO 4-33 Y RICARDO MUÑOZ||995774178||ranchoscafecuenca@gmail.com||126|44699
22491|ANANDA|CAFETERÍA|HERMANO MIGUEL 7-24 Y PRESIDENTE CORDOVA||72888266||PATYINIZ@YAHOO.COM||114|44700
22492|HOTEL CASA SUCRE|HOTEL|MARISCAL SUCRE 12-19 TARQUI|DETRAS DE LA IGLESIA EL CENACULO|72830113|984230099|casasucrehs@hotmail.com|www.casasucre.com|222|44701
22493|CAFETAL DE LOJA|FUENTE DE SODA|SUCRE 10-50 Y GENERAL TORRES||99805696||||241|44702
22494|RIO GRILL|RESTAURANTE|PAUTE||999281099||||221|44703
22495|SACA LA RESACA|RESTAURANTE|AV. OSWALDO GUAYASAMÍN OE2-23 Y JUAN MONTALVO|A UNA CUADRA DEL SANTA MARÍA|967025994|984485619|mangel_mm@hotmail.es||178|44704
22496|CHUZOS MARGARITA|FUENTE DE SODA|ANTONIO DELGADO 7-51 Y DAVILA CHICA||0||||174|44705
22497|DOS CHORRERAS|HOSTERÍA|VIA AL CAJAS S/N S/N|SECTOR DOS CHORRERAS, A UN KILOMETRO DEL SANTUARIO DE LA VIRGEN|74041824|999235046|contabilidad@hosteriadoschorreras.com|www.hosteriadoschorreras.com|142|44706
22498|VILLA SAN CARLOS|SALA DE RECEPCIONES Y BANQUETES|REMIGIO TAMARIZ 1-85||||sandraflores78@hotmail.com||219|44707
22499|SEVILLA DE ORO|HOTEL|11 DE JULIO s/n FRENTE AL PARQUE CENTRAL|El&nbsp Hotel se encuentra en la ciudad de Nueva Loja, frente al Parque Central de Shushufindi|62839127|990186882|hotelsevilladeoroec@hotmail.com||110|44708
22500|FOGATA LA|RESTAURANTE|BENIGNO MALO N.- 12-06 Y SANGURIMA||2837968||||179|44709
22501|COBAYO EL|RESTAURANTE|BENIGNO VAZQUEZ 6-30 (RICAURTE)||2891381||||121|44710
22502|DREAMS|SALA DE BAILE|BENIGNO VASQUEZ S/N (RICAURTE)||72890771||||196|44711
22503|HOSTAL GABRIELITA|HOSTAL|LOS ANDES S/N MEJIA|JUNTO A LA CASA DE ABONO|999667096|62291274|facturacioncasaabonos@hotmail.com||109|44712
22504|CASA TIO SHANTA|CASA DE HUÉSPEDES|SIN NOMBRE SN 1RO DE SEPTIEMBRE||74038997|984198833|lorebravoi@hotmail.com||136|44713
22505|HOTEL ANTARES|HOTEL|LUIS CAROLLO 16/31 11 DE FEBRERO|FRENTE AL PARQUE CENTRAL.|72707019|997983793|maria_ofelia_lopez_vasquez@hotmail.com||147|44714
22506|COLOMBIANAS N° 2 LAS|RESTAURANTE|BENIGNO MALO 6-29 Y JUAN JARAMILLO||72840289||||182|44715
22507|COLOMBIANAS NO.2|RESTAURANTE|PRESIDENTE CORDOVA 9-72 Y PADRE AGUI||2844016||||111|44716
22508|CHILL & GRILL FUSION FOOD|RESTAURANTE|JOSE PERALTA 3-95 Y ALFONSO CORDERO||984332397||GPINOS_CHILL&GRILL2016@HOTMAIL.COM||184|44717
22509|EL TEQUILA|RESTAURANTE|GRAN COLOMBIA 20-59 LEON XIII|IGLESIA DEL CORAZON DE JESUS|72822807|985837692|benalcaza@hotmail.com||114|44718
22510|RINCONCITO DEL RECUERDO|RESTAURANTE|MARIANO CUEVA 13-11||||||204|44719
22511|LOUNGE SKY|BAR|BENIGNO CRESPO 104 JOSE PERALTA|Por la Av 25 de agosto llegando al sector de FQ entrando por la calle Benigno Crespo o mas conocida como entrada al Bco de la Vivienda|959705597|994902328|skyloungebarkaraoke@gmail.com||213|44720
22512|"HOSTAL ""LOS ALAMOS"""|HOSTAL|Madrid 1-42 Av. España|A partir del Terminal Terrestre, sale por la parte frontal del mismo a la Av. España, cruza al frente a la calle Madrid, camina por ésta una cuadra y media, y llega al Hostal. A partir del Aeropuerto, tiene que tomar la Av. España hasta el Redondel de la Chola Cuencana, dar un giro hasta volver a la Av. España, por el carril en el otro sentido, circular por este tres cuadras hasta llegar a la Calle Madrid, girar a la derecha, cuadra y media, hasta llegar al Hostal.|958872144|72863444|hostal.alamos@gmail.com||138|44721
22513|HOTEL MOISES|HOTEL|HUAYNA CAPAC 4-57 ROCAFUERTE|DESDE EL AEROPUERTO MARISCAL LAMAR O TERMINAL TERRESTRE, SE DEBE TOMAR LA AVENIDA ESPAÑA, HASTA EL REDONDEL DE LA CHOLA CUENCANA, DE ALLÍ DEBE TOMAR LA AVENIDA HUAYNA CAPAC A 50 METROS APROXIMADAMENTE DE ESTE REDONDEL A LA IZQUIERDA SE ENCUENTRA HOTEL MOISES.|998265423|72806491|mfchacha@gmail.com||156|44722
22514|DOLCE HELADERIA|FUENTE DE SODA|FEDERICO PROAÑO 4-37 Y REMIGIO TAMARÍZ||2826479||||143|44723
22515|HOTEL INTEROCEANICO|HOTEL|QUITO SN DOMINGO COMIN|FRENTE AL PARQUE CENTRAL|981712622||ligiacardenas1959@hotmail.com||123|44724
22516|DIPLODOCUS|RESTAURANTE|JUAN JARAMILLO 4-37 Y VARGAS MACHUCA||98419201||||198|44725
22517|BALCON CUENCANO|HOSTAL|Sucre 805 Olmedo|A media cuadra del parque central de guaranda, Frente al resgistro civil|985789015|32551039|aaaj1908@hotmail.com||227|44726
22518|HOSTAL AMANCAY|HOSTAL|gran colombia 10-85 General torres|frente a la iglesia de santo domingo|995517480|72838605|h.amancay01@gmail.com||156|44727
22519|LA CASA DEL MARISCO|RESTAURANTE|paucarbamba 5-09 luis moreno mora|a dos cuadras de la Clinica Paucarbamba|997558055|986727442|palvarez2719@gmail.com||172|44728
22520|LA RIELL|RESTAURANTE|FRANCISCO DE ORELLANA E1-126 Y ELOY ALFARO|FRENTE INGRESO|0|984879929|jespinoza69@hotmail.com||187|44729
22521|SANTA CANELA|HOSTAL|CALLE LARGA 3-82 CORONEL VARGAS MACHUCA|A UNA CUADRA DE LA IGLESIA DE TODOS SANTOS|72476407|997269237|medardov@live.com||128|44730
22522|VILLA VINTIMILLA|HOSTAL|REPUBLICA 2-50 GUAPONDELIG|a dos cuadras del cementerio municipal|988606499||capitoliovintimilla@hotmail.com||186|44731
22523|PATATAS CHICKEN JULY´S|RESTAURANTE|VIA A PATAMARCA Y PASEO RIO MACHANGARA||74037506||||164|44732
22524|DOÑA MENESTRA|RESTAURANTE|PATIO DE COMIDA MONAY SHOPING||4078046||||198|44733
22525|HM DE COLECCION|HOSTAL|HERMANO MIGUEL 4-79 HONORATO VAZQUEZ|LA MERCED|72827827|995309959|hostalelmonasterio@hotmail.com|www.hostalelmonasterio.net|174|44734
22526|CUENCA ROOMS|CASA DE HUÉSPEDES|AGUSTIN CUEVA VALLEJO 7-20 P.J. MATOVELLE|DETRAS DE LA PISTA DE BICICROSS|||||198|44735
22527|PIQUITOS|FUENTE DE SODA|VEINTIMILLA N23-31 Y AV. AMAZONAS||2540848||piquitoscobos@hotmail.com||116|44736
22528|EL REY DEL BURRITO|RESTAURANTE|ALFONSO CORDERO 2-93 MANUEL J. CALLE|SUPERMAXI DEL VERGEL|74103482|990239323|zapcorrea@hotmail.com||249|44737
22529|CHICKEN MARKET PLACE|RESTAURANTE|PAUCARBAMBA 4-114 Y ALFONSO MORENO||72814175||JUSTOMEDARDOANDRADE@GMAIL.COM||242|44738
22530|D´LEITE|FUENTE DE SODA|VARGAS MACHUCA 6-73 Y PRESIDENTE CORDOVA||2822825||||194|44739
22531|SOL DE ORO|RESTAURANTE|BULLCAY||995358269||||174|44740
22532|ZOOCIEDAD|BAR|BAJADA DEL PADRON Y PASEO 3 DE NOVIEMBRE||991831026||WHASHINGTONGORDON@HOTMAIL.COM||156|44741
22533|SALON DE EVENTOS Y RECEPCIONES LA CARRETA|SALA DE RECEPCIONES Y BANQUETES|SECTOR CHIQUINTUR||2255301||trajanoarichavala@hotmail.com||192|44742
22534|POLLOS GUISUS|RESTAURANTE|CALLE CUENCA 9-50 Y LUIS RIOS RODRIGUEZ||||||198|44743
22535|SANTA BARBARA|HOSTERÍA|AV LOJA Y SUCRE||72255010||||219|44744
22536|OLIVOS LOS|RESTAURANTE|AV. JOSE PERALTA Y AV. DEL ESTADIO||||||129|44745
22537|TROPICAL JUGOS NATURALES|CAFETERÍA|HERMANO MIGUEL 8-67 Y BOLIVAR||0||||138|44746
22538|MAVAANIC|HOSTAL|AVENIDA GIL RAMIREZ DAVALOS 3-10 EL CHORRO|FRENTE AL TERMINAL TERRESTRE|72809286|990035532|maryc.b.7@hotmail.com||186|44747
